UAI;COMMUNE;ACADEMIE;MINISTERE;TYPE_ETABLISSEMENT;MNEMONIQUE_FORMATION_ACCUEIL;CODE_SPECIALITE_FORMATION_ACCUEIL;LIBELLE_FORMATION_ACCUEIL_BAN;CODE_FORMATION_ACCUEIL_BAN;CODE_COMMUNE_INSEE;CODE_POSTAL
0622309Y ; ARRAS CEDEX                ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  22704                             ;  2NDPRO TECHN. MAINT. SYST.ENERG.CLIMATIQ ;  24722704310                ;  62041              ;  62008
0624250H ; ARRAS                      ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  22704                             ;  2NDPRO TECHN. MAINT. SYST.ENERG.CLIMATIQ ;  24722704310                ;  62041              ;  62000
0624370N ; LILLERS CEDEX              ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  22704                             ;  2NDPRO TECHN. MAINT. SYST.ENERG.CLIMATIQ ;  24722704310                ;  62516              ;  62192
0624262W ; LUMBRES                    ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  22704                             ;  2NDPRO TECHN. MAINT. SYST.ENERG.CLIMATIQ ;  24722704310                ;  62534              ;  62380
0624250H ; ARRAS                      ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  23004                             ;  2NDPRO TECHN. ETUDES BAT.A ETUDES & ECO. ;  24723004310                ;  62041              ;  62000
0624092L ; BRUAY LA BUISSIERE CEDEX   ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  23102                             ;  2NDPRO TRAVAUX PUBLICS                   ;  24723102310                ;  62178              ;  62702
0624262W ; LUMBRES                    ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  23203                             ;  2NDPRO TECHNICIEN BAT. : ORG.REAL.GROS O ;  24723203310                ;  62534              ;  62380
0624250H ; ARRAS                      ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  23304                             ;  2NDPRO AMENAGEMENT FINITION BATIMENT     ;  24723304310                ;  62041              ;  62000
0622305U ; HESDIGNEUL LES BOULOGNE    ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  23404                             ;  2NDPRO TECHNICIEN CONSTRUCTEUR BOIS      ;  24723404310                ;  62446              ;  62360
0593335E ; MARCQ EN BAROEUL           ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  25007                             ;  2NDPRO MAINTENANCE EQUIPEMENTS INDUST.   ;  24725007310                ;  59378              ;  59700
0624444U ; ARRAS CEDEX                ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  25007                             ;  2NDPRO MAINTENANCE EQUIPEMENTS INDUST.   ;  24725007310                ;  62041              ;  62022
0623373E ; HENIN BEAUMONT             ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  25007                             ;  2NDPRO MAINTENANCE EQUIPEMENTS INDUST.   ;  24725007310                ;  62427              ;  62110
0623564M ; BOULOGNE SUR MER           ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  25007                             ;  2NDPRO MAINTENANCE EQUIPEMENTS INDUST.   ;  24725007310                ;  62160              ;  62200
0593335E ; MARCQ EN BAROEUL           ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  25106                             ;  2NDPRO TECHNICIEN D'USINAGE              ;  24725106310                ;  59378              ;  59700
0623130R ; BETHUNE CEDEX              ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  25106                             ;  2NDPRO TECHNICIEN D'USINAGE              ;  24725106310                ;  62119              ;  62408
0623373E ; HENIN BEAUMONT             ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  25106                             ;  2NDPRO TECHNICIEN D'USINAGE              ;  24725106310                ;  62427              ;  62110
0623373E ; HENIN BEAUMONT             ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  25107                             ;  2NDPRO TECHNICIEN OUTILLEUR              ;  24725107310                ;  62427              ;  62110
0594889U ; ARMENTIERES CEDEX          ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  25214                             ;  2NDPRO MAINT.VEHIC.OPTA VOIT.PARTICUL.   ;  24725214310                ;  59017              ;  59421
0623123H ; ST MARTIN BOULOGNE         ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  25214                             ;  2NDPRO MAINT.VEHIC.OPTA VOIT.PARTICUL.   ;  24725214310                ;  62758              ;  62280
0623130R ; BETHUNE CEDEX              ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  25214                             ;  2NDPRO MAINT.VEHIC.OPTA VOIT.PARTICUL.   ;  24725214310                ;  62119              ;  62408
0622309Y ; ARRAS CEDEX                ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  25214                             ;  2NDPRO MAINT.VEHIC.OPTA VOIT.PARTICUL.   ;  24725214310                ;  62041              ;  62008
0597044L ; ROUVIGNIES                 ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  25214                             ;  2NDPRO MAINT.VEHIC.OPTA VOIT.PARTICUL.   ;  24725214310                ;  59515              ;  59220
0596687Y ; MARCQ EN BAROEUL           ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  25214                             ;  2NDPRO MAINT.VEHIC.OPTA VOIT.PARTICUL.   ;  24725214310                ;  59378              ;  59700
0596687Y ; MARCQ EN BAROEUL           ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  25215                             ;  2NDPRO MAINT.VEHIC.OPTB VEHIC.TRANS.ROUT ;  24725215310                ;  59378              ;  59700
0623130R ; BETHUNE CEDEX              ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  25215                             ;  2NDPRO MAINT.VEHIC.OPTB VEHIC.TRANS.ROUT ;  24725215310                ;  62119              ;  62408
0597044L ; ROUVIGNIES                 ; LILLE                                    ; Education Nationale ; CENTRE DE FORMATION D APPRENTIS          ;  2NDPRO                       ;  25216                             ;  2NDPRO MAINT.VEHIC.OPTC MOTOCYCLES       ;  24725216310                ;  59515              ;  59220
0623280D ; SAVY BERLETTE              ; LILLE                                    ; Agriculture         ; LYCEE PROFESSIONNEL                      ;  2NDPRO                       ;  25219                             ;  2NDPRO MAINT.MATERIELS OPT.A AGRICOLES   ;  24725219310                ;  62785              ;  62690
0623280D ; SAVY BERLETTE              ; LILLE                                    ; Agriculture         ; LYCEE PROFESSIONNEL                      ;  2NDPRO                       ;  25220                             ;  2NDPRO MAINT.MATERIELS OPT.B CONS.MANUT. ;  24725220310                ;  62785              ;  62690
